item_id,b
adaptive-rejection-sampler,1.367897868156433
bn-fit-modify,-0.7545093297958374
break-filter-js-from-html,1.2503012418746948
build-pmars,-1.1761051416397095
build-pov-ray,-1.3287042379379272
cancel-async-tasks,0.5913504362106323
chess-best-move,2.4345593452453613
circuit-fibsqrt,0.9861837029457092
cobol-modernization,-3.382704257965088
code-from-image,-2.0039427280426025
compile-compcert,0.1115524023771286
configure-git-webserver,-0.6212930679321289
constraints-scheduling,-4.321113586425781
count-dataset-tokens,0.09656140953302383
crack-7z-hash,-1.2127509117126465
custom-memory-heap-crash,-1.9601281881332397
distribution-search,-1.8438621759414673
dna-assembly,3.8202104568481445
dna-insert,4.949277877807617
extract-moves-from-video,6.415992736816406
feal-differential-cryptanalysis,0.5602614879608154
feal-linear-cryptanalysis,0.7625682950019836
filter-js-from-html,6.42779541015625
fix-code-vulnerability,-1.4664767980575562
fix-git,-3.6982338428497314
fix-ocaml-gc,-0.589207649230957
gcode-to-text,3.538250207901001
git-leak-recovery,-3.681201696395874
git-multibranch,-2.2681925296783447
gpt2-codegolf,5.0534234046936035
headless-terminal,-2.3907060623168945
hf-model-inference,-1.619099497795105
install-windows-3.11,5.516729354858398
kv-store-grpc,-0.8768524527549744
large-scale-text-editing,-0.1985570639371872
largest-eigenval,0.43275943398475647
llm-inference-batching-scheduler,-0.024033378809690475
mailman,-0.3110804855823517
make-doom-for-mips,9.76618766784668
make-mips-interpreter,3.75197696685791
mcmc-sampling-stan,-0.6654014587402344
merge-diff-arc-agi-task,-1.716368556022644
modernize-scientific-stack,-5.739083766937256
multi-source-data-merger,-5.100331783294678
nginx-request-logging,-2.985595226287842
overfull-hbox,0.6171199679374695
password-recovery,0.11490945518016815
path-tracing,2.3653910160064697
path-tracing-reverse,2.176795721054077
polyglot-c-py,2.594334363937378
polyglot-rust-c,2.8378517627716064
prove-plus-comm,-4.49990177154541
pypi-server,-1.595805048942566
pytorch-model-cli,-0.8617002964019775
pytorch-model-recovery,-0.11227934062480927
qemu-alpine-ssh,1.4435572624206543
qemu-startup,-1.1998041868209839
query-optimize,0.7273414731025696
raman-fitting,5.483405590057373
regex-chess,3.390791893005371
regex-log,-2.0315849781036377
rstan-to-pystan,0.6388981342315674
sanitize-git-repo,1.293868899345398
sparql-university,0.8337933421134949
torch-pipeline-parallelism,3.83249831199646
train-fasttext,6.419227123260498
tune-mjcf,0.10733302682638168
video-processing,6.514680862426758
vulnerable-secret,-2.4860315322875977
winning-avg-corewars,1.2072374820709229
write-compressor,2.0313220024108887
