item_id,b
abetlen__llama-cpp-python-2bc1d97,2.0223641395568848
huggingface__datasets-5994036,2.145012855529785
huggingface__datasets-c5464b3,0.3463428020477295
huggingface__tokenizers-bfd9cde,2.0033462047576904
huggingface__tokenizers-c893204,-2.82733416557312
huggingface__tokenizers-fc76ad4,1.8812814950942993
huggingface__transformers-211f93a,2.241638422012329
huggingface__transformers-d51b589,1.976914882659912
numpy__numpy-09db9c7,0.46188271045684814
numpy__numpy-11a7e2d,0.3235006034374237
numpy__numpy-1b861a2,-0.6996747851371765
numpy__numpy-22ab9aa,2.1038246154785156
numpy__numpy-248c60e,-2.2743334770202637
numpy__numpy-2540554,-0.627552330493927
numpy__numpy-28706af,-0.554841935634613
numpy__numpy-2dfd21e,2.018099308013916
numpy__numpy-382b3ff,1.9999195337295532
numpy__numpy-567b57d,2.118180513381958
numpy__numpy-5f94eb8,1.9722338914871216
numpy__numpy-68eead8,-2.8524413108825684
numpy__numpy-780799b,0.3113161027431488
numpy__numpy-7853cbc,-2.9173521995544434
numpy__numpy-7ff7ec7,-2.365861654281616
numpy__numpy-83c780d,2.0716652870178223
numpy__numpy-905d37e,0.35268884897232056
numpy__numpy-ac5c664,2.064359426498413
numpy__numpy-ba89ef9,2.1327717304229736
numpy__numpy-cedba62,-0.6796389222145081
numpy__numpy-e801e7a,-0.6740872263908386
numpy__numpy-eb21b25,0.37949615716934204
numpy__numpy-ec52363,-1.417697787284851
numpy__numpy-ee75c87,0.42843785881996155
numpy__numpy-ef5e545,0.29710814356803894
pandas-dev__pandas-061c2e9,1.8517732620239258
pandas-dev__pandas-1c2ad16,0.27130576968193054
pandas-dev__pandas-233bd83,2.0515389442443848
pandas-dev__pandas-235113e,0.43456897139549255
pandas-dev__pandas-2421931,-2.8408432006835938
pandas-dev__pandas-2a08b05,0.4332527220249176
pandas-dev__pandas-2cdca01,2.065139055252075
pandas-dev__pandas-2f4c93e,-1.8741008043289185
pandas-dev__pandas-438b957,-0.6088193655014038
pandas-dev__pandas-45f0705,-0.6796784996986389
pandas-dev__pandas-5d82d8b,-2.0142667293548584
pandas-dev__pandas-609c3b7,-1.3728135824203491
pandas-dev__pandas-65bca65,-1.4140164852142334
pandas-dev__pandas-71c94af,0.4747231900691986
pandas-dev__pandas-81b5f1d,2.1493759155273438
pandas-dev__pandas-84aca21,1.931403636932373
pandas-dev__pandas-9097263,-0.6478065848350525
pandas-dev__pandas-9a6c8f0,-1.3135439157485962
pandas-dev__pandas-9d6d587,-1.856004238128662
pandas-dev__pandas-ad3f3f7,0.3119809031486511
pandas-dev__pandas-bfaf917,2.00637149810791
pandas-dev__pandas-c34da50,-2.501138925552368
pandas-dev__pandas-c51c2a7,-1.4160019159317017
pandas-dev__pandas-c6cf37a,-0.698413074016571
pandas-dev__pandas-ccca5df,-0.7000154256820679
pandas-dev__pandas-d377cc9,-0.6889782547950745
pandas-dev__pandas-e7e3676,0.3708319664001465
pandas-dev__pandas-e8961f1,0.26401782035827637
pandas-dev__pandas-f1211e7,-0.5636861324310303
pandas-dev__pandas-f298507,0.3315548300743103
pandas-dev__pandas-fd43d4b,2.0024869441986084
pydantic__pydantic-4a09447,-3.222675323486328
pydantic__pydantic-ac9e6ee,1.956955075263977
pydantic__pydantic-addf1f9,1.9221816062927246
pydantic__pydantic-c2647ab,0.42145732045173645
python-pillow__Pillow-63f398b,0.4049485921859741
python-pillow__Pillow-d8af3fc,0.3640540838241577
python-pillow__Pillow-f854676,-3.648073196411133
python-pillow__Pillow-fd8ee84,-3.581231117248535
tornadoweb__tornado-1b464c4,-3.540713310241699
tornadoweb__tornado-4d4c1e0,2.1084775924682617
tornadoweb__tornado-ac13ee5,2.0876777172088623
uploadcare__pillow-simd-0514e20,0.4345080852508545
uploadcare__pillow-simd-2818b90,0.3194194436073303
uploadcare__pillow-simd-6eacce9,2.32513689994812
uploadcare__pillow-simd-7511039,0.4316258132457733
uploadcare__pillow-simd-9e60023,1.8876121044158936
uploadcare__pillow-simd-b4045cf,0.4168970286846161
uploadcare__pillow-simd-d970a39,-0.616476833820343
