subject_id,theta
factory_droid_gpt-5_2_at_openai,2.419184923171997
ante_gemini-3-pro-preview_at_google,2.4556446075439453
junie_gemini-3-flash-preview_at_gemini,2.386808395385742
factory_droid_claude-opus-4-5-20251101_at_anthropic,2.0170586109161377
codex_gpt-5_2_at_openai,2.577239990234375
ii-agent-simple_gemini-3-pro-preview_at_gemini,2.1329615116119385
"warp_claude-haiku-4-5_at_anthropic,gpt-5_2_at_openai",2.6189913749694824
factory_droid_gemini-3-pro-preview_at_google,1.1202584505081177
codex_gpt-5_1-codex-max_at_openai,1.9592833518981934
letta-code_claude-opus-4-5_at_anthropic,1.0860258340835571
"warp_claude-haiku-4-5-20251001_at_anthropic,gemini-3-pro-preview_at_google,gpt-5-nano_at_openai",1.1065829992294312
"abacusai_claude-haiku-4-5_at_anthropic,gemini-3-pro-preview_at_google",1.9099150896072388
codex_gpt-5_1-codex_at_openai,2.1854329109191895
terminus-2_claude-opus-4-5-20251101_at_anthropic,1.4785782098770142
terminus-2_gemini-3-pro-preview_at_gemini,0.9185688495635986
letta-code_gemini-3-pro-preview_at_google,1.505660057067871
goose_claude-opus-4-5_at_anthropic,1.210593819618225
terminus-2_gpt-5_2_at_openai,2.0131139755249023
letta-code_gpt-5_1-codex_at_openai,1.602898359298706
claude-code_claude-opus-4-5-20251101_at_anthropic,1.0215609073638916
openhands_claude-opus-4-5-20251101_at_anthropic,1.383399486541748
gemini-cli_gemini-3-flash-preview_at_google,0.9525737166404724
"warp_claude-haiku-4-5-20251001_at_anthropic,claude-sonnet-4-5-20250929_at_anthropic,gpt-5-nano_at_openai",0.692740261554718
terminus-2_gpt-5_1_at_openai,0.4508301615715027
terminalbenchagent_claude-sonnet-4-5_at_anthropic,-0.0748884528875351
codex_gpt-5-codex_at_openai,0.2836388945579529
openhands_gpt-5_at_openai,0.2707487940788269
terminus-2_gpt-5-codex_at_openai,0.03272898495197296
goose_claude-sonnet-4-5_at_anthropic,-0.14564573764801025
codex_gpt-5_1-codex-mini_at_openai,0.3878948390483856
terminus-2_claude-sonnet-4-5-20250929_at_anthropic,-0.266152948141098
final_claude-4_5-sonnet_at_anthropic,-1.3892245292663574
openhands_claude-sonnet-4-5-20250929_at_anthropic,-0.13438132405281067
mini-swe-agent_claude-sonnet-4-5-20250929_at_anthropic,0.27017563581466675
mini-swe-agent_gpt-5-codex_at_openai,0.10025253891944885
claude-code_claude-sonnet-4-5-20250929_at_anthropic,-0.30558061599731445
openhands_claude-opus-4-1-20250805_at_anthropic,-0.3907921016216278
terminus-2_gpt-5_1-codex_at_openai,0.7255551815032959
claude-code_minimax-m2_1_at_minimax,-0.5167135000228882
terminus-2_moonshotai/kimi-k2-thinking_at_together_ai,-0.4902420938014984
goose_claude-haiku-4-5_at_anthropic,-0.329584002494812
terminus-2_gpt-5_at_openai,0.19714704155921936
mini-swe-agent_claude-opus-4-1-20250805_at_anthropic,-0.8276354074478149
spoox-m_gpt-5-mini_at_openai,-0.555978536605835
