subject_id,theta
factory_droid_gpt-5_2_at_openai,3.2594687938690186
ante_gemini-3-pro-preview_at_google,3.4332361221313477
junie_gemini-3-flash-preview_at_gemini,2.928483009338379
factory_droid_claude-opus-4-5-20251101_at_anthropic,3.1303136348724365
codex_gpt-5_2_at_openai,3.61154842376709
ii-agent-simple_gemini-3-pro-preview_at_gemini,2.804635763168335
"warp_claude-haiku-4-5_at_anthropic,gpt-5_2_at_openai",3.922433614730835
factory_droid_gemini-3-pro-preview_at_google,2.3148193359375
codex_gpt-5_1-codex-max_at_openai,2.301767110824585
letta-code_claude-opus-4-5_at_anthropic,2.427152395248413
"warp_claude-haiku-4-5-20251001_at_anthropic,gemini-3-pro-preview_at_google,gpt-5-nano_at_openai",2.371899366378784
"abacusai_claude-haiku-4-5_at_anthropic,gemini-3-pro-preview_at_google",2.610227584838867
codex_gpt-5_1-codex_at_openai,2.6174416542053223
terminus-2_claude-opus-4-5-20251101_at_anthropic,2.2767977714538574
terminus-2_gemini-3-pro-preview_at_gemini,1.7123624086380005
letta-code_gemini-3-pro-preview_at_google,2.2487294673919678
goose_claude-opus-4-5_at_anthropic,2.3397655487060547
terminus-2_gpt-5_2_at_openai,2.9242804050445557
letta-code_gpt-5_1-codex_at_openai,2.0670266151428223
claude-code_claude-opus-4-5-20251101_at_anthropic,1.6055060625076294
openhands_claude-opus-4-5-20251101_at_anthropic,2.5170440673828125
gemini-cli_gemini-3-flash-preview_at_google,1.9844008684158325
"warp_claude-haiku-4-5-20251001_at_anthropic,claude-sonnet-4-5-20250929_at_anthropic,gpt-5-nano_at_openai",1.5841283798217773
terminus-2_gpt-5_1_at_openai,1.029069185256958
terminalbenchagent_claude-sonnet-4-5_at_anthropic,1.0907703638076782
codex_gpt-5-codex_at_openai,1.5091145038604736
openhands_gpt-5_at_openai,1.3217551708221436
terminus-2_gpt-5-codex_at_openai,1.1297101974487305
goose_claude-sonnet-4-5_at_anthropic,0.8323026895523071
codex_gpt-5_1-codex-mini_at_openai,1.6578850746154785
terminus-2_claude-sonnet-4-5-20250929_at_anthropic,1.0531977415084839
final_claude-4_5-sonnet_at_anthropic,-0.6689710021018982
openhands_claude-sonnet-4-5-20250929_at_anthropic,0.9932214617729187
mini-swe-agent_claude-sonnet-4-5-20250929_at_anthropic,0.7252402901649475
mini-swe-agent_gpt-5-codex_at_openai,0.9258943200111389
claude-code_claude-sonnet-4-5-20250929_at_anthropic,1.0174429416656494
openhands_claude-opus-4-1-20250805_at_anthropic,0.4376530349254608
terminus-2_gpt-5_1-codex_at_openai,0.9819556474685669
claude-code_minimax-m2_1_at_minimax,0.5836168527603149
terminus-2_moonshotai/kimi-k2-thinking_at_together_ai,0.6272508502006531
goose_claude-haiku-4-5_at_anthropic,0.4989350438117981
terminus-2_gpt-5_at_openai,0.5613943338394165
mini-swe-agent_claude-opus-4-1-20250805_at_anthropic,-0.10303306579589844
spoox-m_gpt-5-mini_at_openai,0.21275199949741364
claude-code_claude-opus-4-1-20250805_at_anthropic,0.656321108341217
mini-swe-agent_gpt-5_at_openai,0.4600261151790619
terminus-2_gemini-2_5-pro_at_gemini,0.6730836033821106
codex_gpt-5-mini_at_openai,0.6688681840896606
terminus-2_accounts/fireworks/models/minimax-m2_at_fireworks_ai,0.017719905823469162
mini-swe-agent_claude-haiku-4-5-20251001_at_anthropic,-0.12904945015907288
terminus-2_minimax-m2_1_at_openai,0.23708780109882355
openhands_gpt-5-mini_at_openai,0.06038234755396843
terminus-2_claude-haiku-4-5-20251001_at_anthropic,-0.24030709266662598
terminus-2_moonshotai/kimi-k2-instruct-0905_at_together_ai,-0.5341158509254456
claude-code_claude-haiku-4-5-20251001_at_anthropic,-0.43909844756126404
aone-agent_qwen/qwen3-coder-480b-a35b-instruct-fp8_at_modelscope,-0.3072241544723511
openhands_grok-4-0709_at_xai,-0.08967248350381851
openhands_moonshotai/kimi-k2-instruct-0905_at_together_ai,-0.6556219458580017
mini-swe-agent_gemini-2_5-pro_at_gemini,-0.6466286778450012
mini-swe-agent_grok-code-fast-1_at_xai,-0.294083833694458
openhands_qwen/qwen3-coder-480b-a35b-instruct-fp8_at_together_ai,-0.2247997671365738
mini-swe-agent_grok-4-0709_at_xai,-0.014956611208617687
terminus-2_accounts/fireworks/models/glm-4p6_at_fireworks_ai,-0.3731299042701721
terminus-2_gpt-5-mini_at_openai,-1.0161784887313843
terminus-2_qwen/qwen3-coder-480b-a35b-instruct-fp8_at_together_ai,-0.38356661796569824
terminus-2_grok-4-0709_at_xai,0.024205103516578674
mini-swe-agent_gpt-5-mini_at_openai,-0.6503574252128601
gemini-cli_gemini-2_5-pro_at_gemini,-0.5590192079544067
terminus-2_openai/gpt-oss-120b_at_together_ai,-0.7867853045463562
mini-swe-agent_gemini-2_5-flash_at_gemini,-0.7639520764350891
terminus-2_gemini-2_5-flash_at_gemini,-1.132951021194458
openhands_gemini-2_5-pro_at_gemini,-1.3689537048339844
openhands_gemini-2_5-flash_at_gemini,-1.1761322021484375
gemini-cli_gemini-2_5-flash_at_gemini,-1.1468720436096191
mini-swe-agent_openai/gpt-oss-120b_at_together_ai,-1.9108710289001465
terminus-2_grok-code-fast-1_at_xai,-1.3344333171844482
openhands_claude-haiku-4-5-20251001_at_anthropic,-1.0926181077957153
codex_gpt-5-nano_at_openai,-1.8024591207504272
openhands_gpt-5-nano_at_openai,-2.3710668087005615
terminus-2_gpt-5-nano_at_openai,-3.4175612926483154
mini-swe-agent_gpt-5-nano_at_openai,-2.695436954498291
mini-swe-agent_openai/gpt-oss-20b_at_together_ai,-4.310455799102783
terminus-2_openai/gpt-oss-20b_at_together_ai,-4.188608169555664
