subject_id,theta
forge_code_gemini_3_1_pro,4.170905113220215
droid_gpt_5_3_codex,3.4886276721954346
simple_codex_gpt_5_3_codex,3.2724294662475586
terminus_kira_gemini_3_1_pro,3.645568370819092
terminus_kira_claude_opus_4_6,3.819699287414551
tongagents_claude_opus_4_6,3.1905336380004883
codebrain_1_gpt_5_3_codex,3.0271167755126953
droid_claude_opus_4_6,2.9077320098876953
ante_gemini_3_pro,3.494460105895996
mux_gpt_5_3_codex,2.8057169914245605
crux_claude_opus_4_6,2.630507230758667
mux_claude_opus_4_6,2.5378575325012207
deep_agents_gpt_5_2_codex,2.8160033226013184
sageagent_gemini_3_pro,2.080305337905884
droid_gpt_5_2,2.1829874515533447
terminus_2_gpt_5_3_codex,1.9804514646530151
junie_cli_gemini_3_flash,2.5297930240631104
droid_claude_opus_4_5,2.243711471557617
codex_cli_gpt_5_2,2.235736608505249
terminus_2_claude_opus_4_6,2.273393392562866
codebrain_1_gemini_3_pro,1.968011736869812
ii_agent_gemini_3_pro,2.2393922805786133
"warp_claude_haiku_4_5_at_anthropic,gpt_5_2_at_openai",1.6603306531906128
droid_gemini_3_pro,2.1790871620178223
mux_gpt_5_2,1.885371446609497
codex_cli_gpt_5_1_codex_max,1.9536190032958984
"warp_claude_haiku_4_5_20251001_at_anthropic,gemini_3_pro_preview_at_google,gpt_5_nano_at_openai",2.117579460144043
letta_code_claude_opus_4_5,1.65880286693573
mux_claude_opus_4_5,1.6510623693466187
abacus_ai_desktop_multiple,1.3060179948806763
claude_code_claude_opus_4_6,1.0662689208984375
terminus_2_claude_opus_4_5,1.5507967472076416
crux_gpt_5_1_codex,1.854919672012329
terminus_2_gemini_3_pro,1.6301839351654053
letta_code_gemini_3_pro,1.2202565670013428
goose_claude_opus_4_5,0.9120216369628906
terminus_2_gpt_5_2,1.0187315940856934
letta_code_gpt_5_1_codex,1.4735971689224243
terminus_2_glm_5,1.0362790822982788
claude_code_claude_opus_4_5,0.9448685646057129
openhands_claude_opus_4_5,1.2884528636932373
opencode_claude_opus_4_5,0.9497220516204834
terminus_2_gemini_3_flash,1.1382100582122803
gemini_cli_gemini_3_flash,0.9310687184333801
"warp_claude_haiku_4_5_20251001_at_anthropic,claude_sonnet_4_5_20250929_at_anthropic,gpt_5_nano_at_openai",0.4738590717315674
codex_cli_gpt_5,1.0543856620788574
terminus_2_gpt_5_1,0.8515755534172058
camel_ai_claude_sonnet_4_5,0.46956464648246765
codex_cli_gpt_5_codex,0.7783489227294922
