item_id,b
adaptive-rejection-sampler,-1.0537750720977783
break-filter-js-from-html,0.7409988641738892
build-cython-ext,0.09522147476673126
build-pmars,-3.1295993328094482
build-pov-ray,-1.6128485202789307
caffe-cifar-10,3.1471402645111084
cancel-async-tasks,-1.3919274806976318
chess-best-move,2.9651079177856445
circuit-fibsqrt,0.9355756640434265
code-from-image,-2.7442378997802734
compile-compcert,-0.41830775141716003
configure-git-webserver,-1.7807120084762573
count-dataset-tokens,-0.6868100166320801
crack-7z-hash,-1.9948667287826538
custom-memory-heap-crash,-2.766449451446533
db-wal-recovery,1.970255732536316
dna-insert,3.125607967376709
extract-elf,-1.8123351335525513
extract-moves-from-video,4.517343997955322
feal-differential-cryptanalysis,0.0942508801817894
feal-linear-cryptanalysis,0.7891258001327515
filter-js-from-html,5.598945617675781
financial-document-processor,0.9897284507751465
fix-code-vulnerability,-1.8294212818145752
fix-ocaml-gc,-1.6933939456939697
git-multibranch,-3.2062909603118896
gpt2-codegolf,5.6231160163879395
hf-model-inference,-2.8188841342926025
install-windows-3.11,4.174012660980225
kv-store-grpc,-0.5358680486679077
large-scale-text-editing,-1.552398920059204
largest-eigenval,-0.30405572056770325
llm-inference-batching-scheduler,0.4500982463359833
log-summary-date-ranges,-1.9544968605041504
mailman,-1.0010530948638916
make-doom-for-mips,6.679627895355225
make-mips-interpreter,3.106738567352295
mcmc-sampling-stan,-1.6868680715560913
merge-diff-arc-agi-task,-2.6298131942749023
model-extraction-relu-logits,0.9414682984352112
modernize-scientific-stack,-5.035984039306641
mteb-retrieve,2.6021170616149902
multi-source-data-merger,-5.093658924102783
nginx-request-logging,-4.523709774017334
openssl-selfsigned-cert,-2.266268253326416
overfull-hbox,-0.14752031862735748
password-recovery,-0.338329017162323
path-tracing,1.9279344081878662
polyglot-c-py,2.088874340057373
polyglot-rust-c,2.5555782318115234
protein-assembly,1.480671763420105
prove-plus-comm,-5.079057216644287
pypi-server,-2.820387125015259
pytorch-model-cli,-1.0032278299331665
pytorch-model-recovery,-0.96236252784729
qemu-alpine-ssh,0.3417067527770996
qemu-startup,-2.742155075073242
query-optimize,-0.696469247341156
regex-chess,3.75508189201355
reshard-c4-data,-0.15101517736911774
rstan-to-pystan,-0.39992275834083557
sam-cell-seg,4.210074424743652
schemelike-metacircular-eval,0.19203777611255646
sparql-university,-0.04890580475330353
sqlite-db-truncate,-0.04045988619327545
sqlite-with-gcov,-2.447758913040161
torch-pipeline-parallelism,3.675974130630493
torch-tensor-parallelism,2.8075950145721436
train-fasttext,3.6238672733306885
video-processing,3.459177255630493
write-compressor,1.6359964609146118
