subject_id,theta
forge_code_gemini_3_1_pro,3.1487538814544678
droid_gpt_5_3_codex,2.9261982440948486
simple_codex_gpt_5_3_codex,2.7749030590057373
terminus_kira_gemini_3_1_pro,3.1392276287078857
terminus_kira_claude_opus_4_6,2.940934181213379
tongagents_claude_opus_4_6,2.8960514068603516
codebrain_1_gpt_5_3_codex,2.707493543624878
droid_claude_opus_4_6,2.045027017593384
ante_gemini_3_pro,2.359744071960449
mux_gpt_5_3_codex,2.0778915882110596
crux_claude_opus_4_6,2.6119797229766846
mux_claude_opus_4_6,2.1254923343658447
deep_agents_gpt_5_2_codex,2.3212673664093018
sageagent_gemini_3_pro,1.727578043937683
droid_gpt_5_2,2.1695127487182617
terminus_2_gpt_5_3_codex,1.6076977252960205
junie_cli_gemini_3_flash,1.7504359483718872
droid_claude_opus_4_5,1.5615767240524292
codex_cli_gpt_5_2,1.6492277383804321
terminus_2_claude_opus_4_6,2.234879732131958
codebrain_1_gemini_3_pro,1.5227690935134888
ii_agent_gemini_3_pro,1.6755059957504272
"warp_claude_haiku_4_5_at_anthropic,gpt_5_2_at_openai",1.825535535812378
droid_gemini_3_pro,1.82386314868927
mux_gpt_5_2,1.3695013523101807
codex_cli_gpt_5_1_codex_max,1.4623034000396729
"warp_claude_haiku_4_5_20251001_at_anthropic,gemini_3_pro_preview_at_google,gpt_5_nano_at_openai",1.6704018115997314
letta_code_claude_opus_4_5,1.0788437128067017
mux_claude_opus_4_5,1.2214736938476562
abacus_ai_desktop_multiple,0.8680472373962402
claude_code_claude_opus_4_6,0.9017843008041382
terminus_2_claude_opus_4_5,1.3564976453781128
crux_gpt_5_1_codex,1.0624076128005981
terminus_2_gemini_3_pro,1.2380650043487549
letta_code_gemini_3_pro,1.0217664241790771
goose_claude_opus_4_5,0.20938733220100403
terminus_2_gpt_5_2,0.6543935537338257
letta_code_gpt_5_1_codex,0.6889317035675049
terminus_2_glm_5,0.9220049381256104
claude_code_claude_opus_4_5,0.47147199511528015
openhands_claude_opus_4_5,0.4913511574268341
opencode_claude_opus_4_5,0.4961663782596588
terminus_2_gemini_3_flash,0.9383800029754639
gemini_cli_gemini_3_flash,0.54978346824646
"warp_claude_haiku_4_5_20251001_at_anthropic,claude_sonnet_4_5_20250929_at_anthropic,gpt_5_nano_at_openai",0.48410969972610474
codex_cli_gpt_5,0.444425493478775
terminus_2_gpt_5_1,0.5758364200592041
camel_ai_claude_sonnet_4_5,-0.09391757845878601
codex_cli_gpt_5_codex,0.07248188555240631
openhands_gpt_5,0.023408029228448868
terminus_2_gpt_5_codex,0.2877323627471924
terminus_2_kimi_k2_5,-0.10572043806314468
goose_claude_sonnet_4_5,-0.03112257644534111
crux_gpt_5_1_codex_mini,-0.2849099040031433
terminus_2_claude_sonnet_4_5,-0.09877845644950867
maya_claude_4_5_sonnet,-0.23744402825832367
openhands_claude_sonnet_4_5,-0.6185019612312317
mini_swe_agent_claude_sonnet_4_5,-0.17843110859394073
terminus_2_minimax_m2_5,-0.25881874561309814
mini_swe_agent_gpt_5_codex,-0.3402029275894165
claude_code_claude_sonnet_4_5,-0.40953540802001953
terminus_2_deepseek_v3_2,-0.5648580193519592
terminus_2_claude_opus_4_1,-0.8058492541313171
openhands_claude_opus_4_1,-0.799235463142395
terminus_2_gpt_5_1_codex,-0.8091639280319214
crux_minimax_m2_1,-0.5449299812316895
terminus_2_kimi_k2_thinking,-0.726693868637085
goose_claude_haiku_4_5,-0.9503697752952576
terminus_2_gpt_5,-0.9912351965904236
mini_swe_agent_claude_opus_4_1,-0.8438075184822083
spoox_m_gpt_5_mini,-1.087311029434204
claude_code_claude_opus_4_1,-0.6750743389129639
mini_swe_agent_gpt_5,-1.1618605852127075
terminus_2_glm_4_7,-0.9904671311378479
crux_glm_4_7,-1.32839035987854
terminus_2_gemini_2_5_pro,-1.7550023794174194
codex_cli_gpt_5_mini,-1.400073766708374
terminus_2_minimax_m2,-1.3454921245574951
mini_swe_agent_claude_haiku_4_5,-1.6030066013336182
openhands_gpt_5_mini,-1.5361427068710327
terminus_2_minimax_m2_1,-1.2307697534561157
terminus_2_claude_haiku_4_5,-1.7950303554534912
terminus_2_kimi_k2_instruct,-1.3525010347366333
claude_code_claude_haiku_4_5,-1.443212628364563
openhands_grok_4,-1.6636559963226318
dakou_agent_qwen_3_coder_480b,-1.3544659614562988
openhands_kimi_k2_instruct,-1.4980626106262207
mini_swe_agent_gemini_2_5_pro,-1.7994704246520996
mini_swe_agent_grok_code_fast_1,-2.0080738067626953
openhands_qwen_3_coder_480b,-1.9374498128890991
mini_swe_agent_grok_4,-2.078994035720825
terminus_2_glm_4_6,-2.1114327907562256
terminus_2_gpt_5_mini,-1.6467430591583252
terminus_2_qwen_3_coder_480b,-2.2219836711883545
terminus_2_grok_4,-2.1077945232391357
mini_swe_agent_gpt_5_mini,-2.2229843139648438
gemini_cli_gemini_2_5_pro,-2.5174944400787354
terminus_2_gpt_oss_120b,-2.2678096294403076
mini_swe_agent_gemini_2_5_flash,-3.053511619567871
terminus_2_gemini_2_5_flash,-3.059924840927124
openhands_gemini_2_5_pro,-3.401172637939453
openhands_gemini_2_5_flash,-2.8073649406433105
gemini_cli_gemini_2_5_flash,-2.7856545448303223
mini_swe_agent_gpt_oss_120b,-3.1577680110931396
terminus_2_grok_code_fast_1,-3.530158281326294
openhands_claude_haiku_4_5,-4.203310966491699
codex_cli_gpt_5_nano,-3.953787326812744
openhands_gpt_5_nano,-4.753774166107178
terminus_2_gpt_5_nano,-3.6253676414489746
mini_swe_agent_gpt_5_nano,-4.600122451782227
mini_swe_agent_gpt_oss_20b,-5.418216228485107
terminus_2_gpt_oss_20b,-9.711342811584473
