item_id,b
adaptive-rejection-sampler,-0.8103393316268921
bn-fit-modify,-1.305730938911438
break-filter-js-from-html,0.8200383186340332
build-pmars,-2.8010528087615967
build-pov-ray,-1.5368362665176392
cancel-async-tasks,-1.2892544269561768
chess-best-move,2.952237606048584
circuit-fibsqrt,1.096074104309082
cobol-modernization,-4.415615558624268
code-from-image,-2.6465656757354736
compile-compcert,-0.36408519744873047
configure-git-webserver,-1.5575252771377563
constraints-scheduling,-5.313204765319824
count-dataset-tokens,-0.3434940278530121
crack-7z-hash,-1.6480693817138672
custom-memory-heap-crash,-2.8055832386016846
distribution-search,-2.117349863052368
dna-assembly,3.291372537612915
dna-insert,3.2311742305755615
extract-moves-from-video,4.667120933532715
feal-differential-cryptanalysis,0.260201632976532
feal-linear-cryptanalysis,0.9199600219726562
filter-js-from-html,6.010025978088379
fix-code-vulnerability,-1.5831941366195679
fix-git,-4.978540420532227
fix-ocaml-gc,-1.4801886081695557
gcode-to-text,3.6023178100585938
git-leak-recovery,-3.931875705718994
git-multibranch,-3.008500099182129
gpt2-codegolf,5.586101531982422
hf-model-inference,-2.6813738346099854
install-windows-3.11,4.358964920043945
kv-store-grpc,-0.5129214525222778
large-scale-text-editing,-1.5866341590881348
largest-eigenval,-0.13577109575271606
llm-inference-batching-scheduler,0.7535437345504761
log-summary-date-ranges,-1.696532964706421
make-doom-for-mips,6.818946838378906
make-mips-interpreter,3.2287862300872803
mcmc-sampling-stan,-1.5038495063781738
merge-diff-arc-agi-task,-2.4818849563598633
model-extraction-relu-logits,1.0016367435455322
mteb-leaderboard,2.7088260650634766
nginx-request-logging,-4.425570964813232
openssl-selfsigned-cert,-2.065387010574341
password-recovery,-0.29234251379966736
path-tracing,2.119232416152954
path-tracing-reverse,2.7080678939819336
polyglot-c-py,2.351837635040283
polyglot-rust-c,2.8807125091552734
portfolio-optimization,-3.448246955871582
pypi-server,-2.565734624862671
pytorch-model-cli,-0.8743518590927124
pytorch-model-recovery,-0.7342298626899719
qemu-alpine-ssh,0.5908718109130859
qemu-startup,-2.476670742034912
query-optimize,-0.6857081651687622
raman-fitting,5.702287673950195
regex-chess,3.8187949657440186
regex-log,-2.405594825744629
rstan-to-pystan,-0.315789133310318
sanitize-git-repo,0.3407653570175171
sparql-university,0.019581157714128494
torch-pipeline-parallelism,3.8538267612457275
train-fasttext,3.831986427307129
tune-mjcf,-1.3397258520126343
video-processing,3.7142701148986816
vulnerable-secret,-2.621037006378174
winning-avg-corewars,0.2952365577220917
write-compressor,1.7899161577224731
