subject_id,theta
factory_droid_gpt-5_2_at_openai,3.333380699157715
ante_gemini-3-pro-preview_at_google,3.364506244659424
junie_gemini-3-flash-preview_at_gemini,2.7747654914855957
factory_droid_claude-opus-4-5-20251101_at_anthropic,2.7223751544952393
codex_gpt-5_2_at_openai,3.0940699577331543
ii-agent-simple_gemini-3-pro-preview_at_gemini,2.1959609985351562
"warp_claude-haiku-4-5_at_anthropic,gpt-5_2_at_openai",3.062687873840332
factory_droid_gemini-3-pro-preview_at_google,2.5383412837982178
codex_gpt-5_1-codex-max_at_openai,2.4320309162139893
letta-code_claude-opus-4-5_at_anthropic,1.9692356586456299
"warp_claude-haiku-4-5-20251001_at_anthropic,gemini-3-pro-preview_at_google,gpt-5-nano_at_openai",2.3868978023529053
"abacusai_claude-haiku-4-5_at_anthropic,gemini-3-pro-preview_at_google",2.450244188308716
codex_gpt-5_1-codex_at_openai,2.4981188774108887
terminus-2_claude-opus-4-5-20251101_at_anthropic,2.229694128036499
terminus-2_gemini-3-pro-preview_at_gemini,1.6331819295883179
letta-code_gemini-3-pro-preview_at_google,2.7726244926452637
goose_claude-opus-4-5_at_anthropic,2.0226354598999023
terminus-2_gpt-5_2_at_openai,2.6783347129821777
letta-code_gpt-5_1-codex_at_openai,1.9679034948349
claude-code_claude-opus-4-5-20251101_at_anthropic,1.9884114265441895
openhands_claude-opus-4-5-20251101_at_anthropic,1.8950159549713135
gemini-cli_gemini-3-flash-preview_at_google,1.8796144723892212
"warp_claude-haiku-4-5-20251001_at_anthropic,claude-sonnet-4-5-20250929_at_anthropic,gpt-5-nano_at_openai",1.2238270044326782
terminus-2_gpt-5_1_at_openai,1.2958320379257202
terminalbenchagent_claude-sonnet-4-5_at_anthropic,0.6349844932556152
codex_gpt-5-codex_at_openai,0.40233609080314636
openhands_gpt-5_at_openai,1.6075811386108398
terminus-2_gpt-5-codex_at_openai,0.8053575158119202
goose_claude-sonnet-4-5_at_anthropic,0.6462898850440979
codex_gpt-5_1-codex-mini_at_openai,0.7236960530281067
terminus-2_claude-sonnet-4-5-20250929_at_anthropic,0.501441478729248
final_claude-4_5-sonnet_at_anthropic,-0.09180404990911484
openhands_claude-sonnet-4-5-20250929_at_anthropic,0.9674673080444336
mini-swe-agent_claude-sonnet-4-5-20250929_at_anthropic,0.8842668533325195
mini-swe-agent_gpt-5-codex_at_openai,0.37166860699653625
claude-code_claude-sonnet-4-5-20250929_at_anthropic,0.3069303035736084
openhands_claude-opus-4-1-20250805_at_anthropic,0.3502461016178131
terminus-2_gpt-5_1-codex_at_openai,0.23421728610992432
claude-code_minimax-m2_1_at_minimax,-0.015335009433329105
terminus-2_moonshotai/kimi-k2-thinking_at_together_ai,0.39540570974349976
goose_claude-haiku-4-5_at_anthropic,-0.0347810834646225
terminus-2_gpt-5_at_openai,0.11589387059211731
mini-swe-agent_claude-opus-4-1-20250805_at_anthropic,-0.07947660982608795
