item_id,b
NodeBB__NodeBB-00c70ce7b0541cfc94afe567921d7668cdc8f4ac,2.143763542175293
NodeBB__NodeBB-04998908ba6721d64eba79ae3b65a351dcfbc5b5,1.5014365911483765
NodeBB__NodeBB-05f2236193f407cf8e2072757fbd6bb170bc13f0,-0.41695764660835266
NodeBB__NodeBB-0f788b8eaa4bba3c142d171fd941d015c53b65fc,1.4114664793014526
NodeBB__NodeBB-1ea9481af6125ffd6da0592ed439aa62af0bca11,1.1324793100357056
NodeBB__NodeBB-22368b996ee0e5f11a5189b400b33af3cc8d925a,-1.0026588439941406
NodeBB__NodeBB-2657804c1fb6b84dc76ad3b18ecf061aaab5f29f,1.5596468448638916
NodeBB__NodeBB-397835a05a8e2897324e566b41c5e616e172b4af,-1.4492093324661255
NodeBB__NodeBB-3c85b944e30a0ba8b3ec9e1f441c74f383625a15,-0.7309593558311462
NodeBB__NodeBB-4327a09d76f10a79109da9d91c22120428d3bdb9,-3.008021593093872
NodeBB__NodeBB-445b70deda20201b7d9a68f7224da751b3db728c,2.249159336090088
NodeBB__NodeBB-51d8f3b195bddb13a13ddc0de110722774d9bb1b,0.37000617384910583
NodeBB__NodeBB-6489e9fd9ed16ea743cc5627f4d86c72fbdb3a8a,-0.057219237089157104
NodeBB__NodeBB-6ea3b51f128dd270281db576a1b59270d5e45db0,-1.0534827709197998
NodeBB__NodeBB-70b4a0e2aebebe8f2f559de6680093d96a697b2f,-1.5166398286819458
NodeBB__NodeBB-767973717be700f46f06f3e7f4fc550c63509046,0.02907121740281582
NodeBB__NodeBB-7b8bffd763e2155cf88f3ebc258fa68ebe18188d,-0.7399544715881348
NodeBB__NodeBB-82562bec444940608052f3e4149e0c61ec80bf3f,-0.818287193775177
NodeBB__NodeBB-84dfda59e6a0e8a77240f939a7cb8757e6eaf945,2.344364881515503
NodeBB__NodeBB-84e065752f6d7fbe5c08cbf50cb173ffb866b8fa,-0.0781809613108635
NodeBB__NodeBB-97c8569a798075c50e93e585ac741ab55cb7c28b,1.0812222957611084
NodeBB__NodeBB-9c576a0758690f45a6ca03b5884c601e473bf2c1,2.3393540382385254
NodeBB__NodeBB-a5afad27e52fd336163063ba40dcadc80233ae10,1.5091580152511597
NodeBB__NodeBB-b1f9ad5534bb3a44dab5364f659876a4b7fe34c1,-2.245927333831787
NodeBB__NodeBB-b398321a5eb913666f903a794219833926881a8f,0.0037222737446427345
NodeBB__NodeBB-bad15643013ca15affe408b75eba9e47cc604bb2,-0.3415760397911072
NodeBB__NodeBB-bd80d36e0dcf78cd4360791a82966078b3a07712,-1.168151617050171
NodeBB__NodeBB-be43cd25974681c9743d424238b7536c357dc8d3,2.2852115631103516
NodeBB__NodeBB-cfc237c2b79d8c731bbfc6cadf977ed530bfd57a,0.04419507831335068
NodeBB__NodeBB-da0211b1a001d45d73b4c84c6417a4f1b0312575,-0.3614221215248108
NodeBB__NodeBB-f083cd559d69c16481376868c8da65172729c0ca,-1.4611798524856567
NodeBB__NodeBB-f1a80d48cc45877fcbadf34c2345dd9709722c7f,2.187654972076416
NodeBB__NodeBB-f2082d7de85eb62a70819f4f3396dd85626a0c0a,2.2515792846679688
NodeBB__NodeBB-f48ed3658aab7be0f1165d4c1f89af48d7865189,0.985535740852356
NodeBB__NodeBB-f9ce92df988db7c1ae55d9ef96d247d27478bc70,-1.733168363571167
ansible__ansible-0ea40e09d1b35bcb69ff4d9cecf3d0defa4b36e8,-3.521653652191162
ansible__ansible-0fd88717c953b92ed8a50495d55e630eb5d59166,-0.3320983052253723
ansible__ansible-106909db8b730480615f4a33de0eb5b710944e78,-0.36494189500808716
ansible__ansible-11c1777d56664b1acb56b387a1ad6aeadef1391d,2.212311029434204
ansible__ansible-12734fa21c08a0ce8c84e533abdc560db2eb1955,-3.5599491596221924
ansible__ansible-164881d871964aa64e0f911d03ae270acbad253c,-1.440246820449829
ansible__ansible-185d41031660a676c43fbb781cd1335902024bfe,-1.1164462566375732
ansible__ansible-1a4644ff15355fd696ac5b9d074a566a80fe7ca3,-2.513932228088379
ansible__ansible-1b70260d5aa2f6c9782fd2b848e8d16566e50d85,0.47936466336250305
ansible__ansible-1c06c46cc14324df35ac4f39a45fb3ccd602195d,2.1872706413269043
ansible__ansible-29aea9ff3466e4cd2ed00524b9e56738d568ce8b,-0.278950959444046
ansible__ansible-34db57a47f875d11c4068567b9ec7ace174ec4cf,-0.42361512780189514
ansible__ansible-395e5e20fab9cad517243372fa3c3c5d9e09ab2a,-1.858604073524475
ansible__ansible-39bd8b99ec8c6624207bf3556ac7f9626dad9173,0.9586318731307983
ansible__ansible-3b823d908e8a5d17674f8c26d337d3114b7493b1,-2.5261313915252686
ansible__ansible-3db08adbb1cc6aa9941be5e0fc810132c6e1fa4b,-1.1990240812301636
ansible__ansible-415e08c2970757472314e515cb63a51ad825c45e,-2.1201236248016357
ansible__ansible-42355d181a11b51ebfc56f6f4b3d9c74e01cb13b,-0.671576976776123
ansible__ansible-489156378c8e97374a75a544c7c9c2c0dd8146d1,-1.465802788734436
