subject_id,theta
forge_code_gemini_3_1_pro,3.5024147033691406
droid_gpt_5_3_codex,2.3925163745880127
simple_codex_gpt_5_3_codex,3.4747204780578613
terminus_kira_gemini_3_1_pro,2.8457529544830322
terminus_kira_claude_opus_4_6,3.0590884685516357
tongagents_claude_opus_4_6,2.4542417526245117
codebrain_1_gpt_5_3_codex,2.1221752166748047
droid_claude_opus_4_6,2.668311595916748
ante_gemini_3_pro,2.5479133129119873
mux_gpt_5_3_codex,2.1803488731384277
crux_claude_opus_4_6,2.237886905670166
mux_claude_opus_4_6,2.10351300239563
deep_agents_gpt_5_2_codex,2.063910961151123
sageagent_gemini_3_pro,1.3914227485656738
droid_gpt_5_2,1.9171887636184692
terminus_2_gpt_5_3_codex,1.2202625274658203
junie_cli_gemini_3_flash,1.2783604860305786
droid_claude_opus_4_5,1.992358922958374
codex_cli_gpt_5_2,1.568466305732727
terminus_2_claude_opus_4_6,1.5952281951904297
codebrain_1_gemini_3_pro,1.2400150299072266
ii_agent_gemini_3_pro,1.2541918754577637
"warp_claude_haiku_4_5_at_anthropic,gpt_5_2_at_openai",1.7833131551742554
droid_gemini_3_pro,1.6881111860275269
mux_gpt_5_2,1.2865619659423828
codex_cli_gpt_5_1_codex_max,1.244757890701294
"warp_claude_haiku_4_5_20251001_at_anthropic,gemini_3_pro_preview_at_google,gpt_5_nano_at_openai",1.2079122066497803
letta_code_claude_opus_4_5,1.4775104522705078
mux_claude_opus_4_5,0.8335143327713013
abacus_ai_desktop_multiple,0.7284745573997498
claude_code_claude_opus_4_6,0.7779303193092346
terminus_2_claude_opus_4_5,0.9474600553512573
crux_gpt_5_1_codex,0.9456806182861328
terminus_2_gemini_3_pro,0.8633264899253845
letta_code_gemini_3_pro,0.8179402947425842
goose_claude_opus_4_5,0.696121096611023
terminus_2_gpt_5_2,-0.06987755000591278
letta_code_gpt_5_1_codex,1.0091646909713745
terminus_2_glm_5,0.48377540707588196
claude_code_claude_opus_4_5,0.4601057767868042
openhands_claude_opus_4_5,0.5386307835578918
opencode_claude_opus_4_5,0.5708309412002563
terminus_2_gemini_3_flash,0.377021461725235
gemini_cli_gemini_3_flash,0.18947792053222656
"warp_claude_haiku_4_5_20251001_at_anthropic,claude_sonnet_4_5_20250929_at_anthropic,gpt_5_nano_at_openai",0.32041123509407043
codex_cli_gpt_5,0.6249520182609558
terminus_2_gpt_5_1,-0.0589880645275116
camel_ai_claude_sonnet_4_5,0.0517176017165184
codex_cli_gpt_5_codex,-0.10942983627319336
openhands_gpt_5,-0.20041421055793762
terminus_2_gpt_5_codex,-0.22568784654140472
terminus_2_kimi_k2_5,-0.31196537613868713
goose_claude_sonnet_4_5,-0.3787693381309509
crux_gpt_5_1_codex_mini,-0.28814536333084106
terminus_2_claude_sonnet_4_5,-0.2670755982398987
maya_claude_4_5_sonnet,-0.7124661207199097
openhands_claude_sonnet_4_5,-0.5433406233787537
mini_swe_agent_claude_sonnet_4_5,-0.41588836908340454
terminus_2_minimax_m2_5,-0.11573414504528046
mini_swe_agent_gpt_5_codex,-0.651882529258728
claude_code_claude_sonnet_4_5,-0.614095151424408
terminus_2_deepseek_v3_2,-0.8818230628967285
terminus_2_claude_opus_4_1,-1.3697354793548584
openhands_claude_opus_4_1,-1.170242190361023
terminus_2_gpt_5_1_codex,-0.9699727892875671
crux_minimax_m2_1,-1.0666224956512451
terminus_2_kimi_k2_thinking,-0.989090085029602
goose_claude_haiku_4_5,-1.0829907655715942
terminus_2_gpt_5,-1.3093671798706055
mini_swe_agent_claude_opus_4_1,-1.0231627225875854
spoox_m_gpt_5_mini,-1.3151960372924805
claude_code_claude_opus_4_1,-1.007067322731018
mini_swe_agent_gpt_5,-1.1188762187957764
terminus_2_glm_4_7,-1.5966880321502686
crux_glm_4_7,-1.5678796768188477
terminus_2_gemini_2_5_pro,-1.7762407064437866
