subject_id,theta
forge_code_gemini_3_1_pro,3.089742660522461
droid_gpt_5_3_codex,2.7194743156433105
simple_codex_gpt_5_3_codex,2.3118999004364014
terminus_kira_gemini_3_1_pro,2.7249326705932617
terminus_kira_claude_opus_4_6,2.6904377937316895
tongagents_claude_opus_4_6,1.9932427406311035
codebrain_1_gpt_5_3_codex,2.1608150005340576
droid_claude_opus_4_6,1.5968257188796997
ante_gemini_3_pro,2.2660553455352783
mux_gpt_5_3_codex,1.8191584348678589
crux_claude_opus_4_6,1.6647452116012573
mux_claude_opus_4_6,1.4992098808288574
deep_agents_gpt_5_2_codex,2.1644179821014404
sageagent_gemini_3_pro,1.4942338466644287
droid_gpt_5_2,1.9418326616287231
terminus_2_gpt_5_3_codex,1.032518744468689
junie_cli_gemini_3_flash,1.7000442743301392
droid_claude_opus_4_5,1.3679980039596558
codex_cli_gpt_5_2,1.5432953834533691
terminus_2_claude_opus_4_6,1.5379412174224854
codebrain_1_gemini_3_pro,0.9885307550430298
ii_agent_gemini_3_pro,1.3981889486312866
"warp_claude_haiku_4_5_at_anthropic,gpt_5_2_at_openai",1.1104499101638794
droid_gemini_3_pro,1.2513673305511475
mux_gpt_5_2,0.7169789671897888
codex_cli_gpt_5_1_codex_max,0.7978034019470215
"warp_claude_haiku_4_5_20251001_at_anthropic,gemini_3_pro_preview_at_google,gpt_5_nano_at_openai",1.523722767829895
letta_code_claude_opus_4_5,0.8884971737861633
mux_claude_opus_4_5,0.5026677250862122
abacus_ai_desktop_multiple,0.8168537616729736
claude_code_claude_opus_4_6,0.36002567410469055
terminus_2_claude_opus_4_5,0.6515483856201172
crux_gpt_5_1_codex,0.9185565710067749
terminus_2_gemini_3_pro,0.6315258741378784
letta_code_gemini_3_pro,0.5101724863052368
goose_claude_opus_4_5,0.35691094398498535
terminus_2_gpt_5_2,0.060295332223176956
letta_code_gpt_5_1_codex,0.022590894252061844
terminus_2_glm_5,0.36519113183021545
claude_code_claude_opus_4_5,0.13999399542808533
openhands_claude_opus_4_5,0.12138792127370834
opencode_claude_opus_4_5,-0.16707468032836914
terminus_2_gemini_3_flash,0.4284672439098358
gemini_cli_gemini_3_flash,0.276727557182312
"warp_claude_haiku_4_5_20251001_at_anthropic,claude_sonnet_4_5_20250929_at_anthropic,gpt_5_nano_at_openai",-0.2046845704317093
codex_cli_gpt_5,0.17342837154865265
terminus_2_gpt_5_1,-0.21052315831184387
camel_ai_claude_sonnet_4_5,-0.3791443109512329
codex_cli_gpt_5_codex,-0.5350831151008606
openhands_gpt_5,-0.30308178067207336
terminus_2_gpt_5_codex,-0.456417441368103
terminus_2_kimi_k2_5,-0.7039214968681335
goose_claude_sonnet_4_5,-0.5308691263198853
crux_gpt_5_1_codex_mini,-0.7272105813026428
terminus_2_claude_sonnet_4_5,-0.34245565533638
maya_claude_4_5_sonnet,-0.7380492687225342
openhands_claude_sonnet_4_5,-0.6966096758842468
mini_swe_agent_claude_sonnet_4_5,-0.3748745620250702
terminus_2_minimax_m2_5,-0.5514273643493652
mini_swe_agent_gpt_5_codex,-0.759610652923584
claude_code_claude_sonnet_4_5,-0.4328933358192444
terminus_2_deepseek_v3_2,-1.363383412361145
terminus_2_claude_opus_4_1,-1.2330266237258911
openhands_claude_opus_4_1,-1.232804536819458
