subject_id,theta
factory_droid_gpt-5_2_at_openai,3.688220500946045
ante_gemini-3-pro-preview_at_google,4.05787992477417
junie_gemini-3-flash-preview_at_gemini,2.8797943592071533
factory_droid_claude-opus-4-5-20251101_at_anthropic,3.2447595596313477
codex_gpt-5_2_at_openai,3.8329899311065674
ii-agent-simple_gemini-3-pro-preview_at_gemini,3.10695481300354
"warp_claude-haiku-4-5_at_anthropic,gpt-5_2_at_openai",3.265110492706299
factory_droid_gemini-3-pro-preview_at_google,3.0556139945983887
codex_gpt-5_1-codex-max_at_openai,3.2210376262664795
letta-code_claude-opus-4-5_at_anthropic,2.643007755279541
"warp_claude-haiku-4-5-20251001_at_anthropic,gemini-3-pro-preview_at_google,gpt-5-nano_at_openai",2.588857412338257
"abacusai_claude-haiku-4-5_at_anthropic,gemini-3-pro-preview_at_google",3.284803628921509
codex_gpt-5_1-codex_at_openai,3.1203291416168213
terminus-2_claude-opus-4-5-20251101_at_anthropic,2.5937294960021973
terminus-2_gemini-3-pro-preview_at_gemini,2.0251049995422363
letta-code_gemini-3-pro-preview_at_google,2.646273136138916
goose_claude-opus-4-5_at_anthropic,2.438628911972046
terminus-2_gpt-5_2_at_openai,2.8898067474365234
letta-code_gpt-5_1-codex_at_openai,2.530648946762085
claude-code_claude-opus-4-5-20251101_at_anthropic,2.289228677749634
openhands_claude-opus-4-5-20251101_at_anthropic,2.649601697921753
gemini-cli_gemini-3-flash-preview_at_google,2.322413921356201
"warp_claude-haiku-4-5-20251001_at_anthropic,claude-sonnet-4-5-20250929_at_anthropic,gpt-5-nano_at_openai",1.5815778970718384
terminus-2_gpt-5_1_at_openai,1.4120404720306396
terminalbenchagent_claude-sonnet-4-5_at_anthropic,1.1391772031784058
codex_gpt-5-codex_at_openai,1.2749608755111694
openhands_gpt-5_at_openai,1.6843990087509155
terminus-2_gpt-5-codex_at_openai,1.3732606172561646
goose_claude-sonnet-4-5_at_anthropic,0.8659889101982117
codex_gpt-5_1-codex-mini_at_openai,1.802773356437683
terminus-2_claude-sonnet-4-5-20250929_at_anthropic,1.0960527658462524
final_claude-4_5-sonnet_at_anthropic,-0.4558887481689453
openhands_claude-sonnet-4-5-20250929_at_anthropic,1.0492733716964722
mini-swe-agent_claude-sonnet-4-5-20250929_at_anthropic,1.5501006841659546
